source,target,value
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Other,Manufacturing,1
Other,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coal,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
LPG_NGL,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Other,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
LPG_NGL,Manufacturing,1
Other,Manufacturing,1
LPG_NGL,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
LPG_NGL,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
LPG_NGL,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Other,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
Diesel,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Other,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
LPG_NGL,Manufacturing,1
LPG_NGL,Manufacturing,1
Other,Manufacturing,1
Other,Manufacturing,1
Other,Manufacturing,1
Other,Manufacturing,1
Other,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Diesel,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Coal,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Other,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Diesel,Manufacturing,1
Diesel,Manufacturing,1
Diesel,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Diesel,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
Other,Manufacturing,1
Diesel,Manufacturing,1
Other,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
LPG_NGL,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Diesel,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Residual_fuel_oil,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Coke_and_breeze,Manufacturing,1
Other,Manufacturing,1
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Diesel,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coal,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coal,Manufacturing,2
Coal,Manufacturing,2
Coal,Manufacturing,2
Coal,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coal,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coal,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coal,Manufacturing,2
Other,Manufacturing,2
Other,Manufacturing,2
Other,Manufacturing,2
Other,Manufacturing,2
Diesel,Manufacturing,2
LPG_NGL,Manufacturing,2
Other,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Coal,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Other,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Residual_fuel_oil,Manufacturing,2
Other,Manufacturing,2
Coke_and_breeze,Manufacturing,2
Diesel,Manufacturing,2
Diesel,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
LPG_NGL,Manufacturing,3
Natural_gas,Manufacturing,3
Other,Manufacturing,3
LPG_NGL,Manufacturing,3
Other,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
LPG_NGL,Manufacturing,3
Natural_gas,Manufacturing,3
Other,Manufacturing,3
Other,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Other,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Coke_and_breeze,Manufacturing,3
LPG_NGL,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Diesel,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Other,Manufacturing,3
LPG_NGL,Manufacturing,3
Other,Manufacturing,3
LPG_NGL,Manufacturing,3
Other,Manufacturing,3
LPG_NGL,Manufacturing,3
Other,Manufacturing,3
Other,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Other,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Other,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Other,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Coke_and_breeze,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Other,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Residual_fuel_oil,Manufacturing,3
Other,Manufacturing,3
Residual_fuel_oil,Manufacturing,4
Net_electricity,Manufacturing,4
Other,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Other,Manufacturing,4
Net_electricity,Manufacturing,4
Diesel,Manufacturing,4
Other,Manufacturing,4
Diesel,Manufacturing,4
Diesel,Manufacturing,4
Diesel,Manufacturing,4
Other,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Diesel,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Diesel,Manufacturing,4
Diesel,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Coke_and_breeze,Manufacturing,4
LPG_NGL,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Coke_and_breeze,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
Residual_fuel_oil,Manufacturing,4
LPG_NGL,Manufacturing,4
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
LPG_NGL,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Diesel,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Coal,Manufacturing,5
Other,Manufacturing,5
Other,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Other,Mining,5
Residual_fuel_oil,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Other,Manufacturing,5
Diesel,Manufacturing,5
Diesel,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Diesel,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Coke_and_breeze,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Other,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Residual_fuel_oil,Manufacturing,5
Other,Manufacturing,5
Other,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
LPG_NGL,Manufacturing,6
LPG_NGL,Manufacturing,6
LPG_NGL,Manufacturing,6
Other,Manufacturing,6
Other,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Diesel,Manufacturing,6
Coke_and_breeze,Manufacturing,6
LPG_NGL,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
LPG_NGL,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Other,Manufacturing,6
Other,Manufacturing,6
Other,Manufacturing,6
Diesel,Manufacturing,6
Coke_and_breeze,Manufacturing,6
LPG_NGL,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Other,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Residual_fuel_oil,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Coke_and_breeze,Manufacturing,6
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
LPG_NGL,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Coal,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Diesel,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Coal,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Diesel,Manufacturing,7
Other,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Coke_and_breeze,Manufacturing,7
Coke_and_breeze,Manufacturing,7
Coke_and_breeze,Manufacturing,7
Coke_and_breeze,Manufacturing,7
Other,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Coke_and_breeze,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
LPG_NGL,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Diesel,Manufacturing,7
Other,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Other,Manufacturing,7
Other,Manufacturing,7
Residual_fuel_oil,Manufacturing,7
Residual_fuel_oil,Manufacturing,8
Other,Manufacturing,8
LPG_NGL,Manufacturing,8
Residual_fuel_oil,Manufacturing,8
Coke_and_breeze,Manufacturing,8
Other,Manufacturing,8
Other,Manufacturing,8
Other,Manufacturing,8
Residual_fuel_oil,Manufacturing,8
Diesel,Manufacturing,8
LPG_NGL,Manufacturing,8
Other,Manufacturing,8
Diesel,Manufacturing,8
Other,Manufacturing,8
Other,Manufacturing,8
Diesel,Manufacturing,8
Other,Manufacturing,8
Residual_fuel_oil,Manufacturing,8
Coke_and_breeze,Manufacturing,8
Coal,Manufacturing,8
Other,Manufacturing,8
Other,Manufacturing,8
Residual_fuel_oil,Manufacturing,8
Residual_fuel_oil,Manufacturing,8
Other,Manufacturing,8
LPG_NGL,Manufacturing,8
Coal,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Other,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Other,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Other,Manufacturing,9
Other,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Other,Manufacturing,9
Coke_and_breeze,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Other,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Other,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Other,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Coal,Manufacturing,9
Residual_fuel_oil,Manufacturing,9
Coal,Manufacturing,10
Other,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Diesel,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coke_and_breeze,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coke_and_breeze,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Other,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Diesel,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Residual_fuel_oil,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Coal,Manufacturing,10
Residual_fuel_oil,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Other,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Coal,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Coal,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Diesel,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Residual_fuel_oil,Manufacturing,11
Coal,Manufacturing,11
