source,target,value
Diesel,Manufacturing,9091
Net_electricity,Agriculture,9091
Coal,Manufacturing,9092
Residual_fuel_oil,Manufacturing,9092
LPG_NGL,Manufacturing,9092
LPG_NGL,Construction,9093
LPG_NGL,Manufacturing,9094
Other,Manufacturing,9094
Net_electricity,Construction,9094
Diesel,Construction,9096
LPG_NGL,Construction,9097
LPG_NGL,Manufacturing,9097
Net_electricity,Mining,9098
Coal,Mining,9098
Natural_gas,Construction,9099
Coal,Manufacturing,9101
Natural_gas,Construction,9102
Residual_fuel_oil,Agriculture,9103
Residual_fuel_oil,Mining,9104
LPG_NGL,Manufacturing,9104
LPG_NGL,Manufacturing,9107
Net_electricity,Agriculture,9107
Diesel,Manufacturing,9108
Net_electricity,Construction,9108
Other,Mining,9111
Coal,Mining,9112
Natural_gas,Mining,9112
Natural_gas,Construction,9113
Net_electricity,Construction,9113
LPG_NGL,Construction,9116
Coal,Manufacturing,9118
Net_electricity,Construction,9124
Coal,Manufacturing,9125
Natural_gas,Construction,9126
Diesel,Construction,9127
Diesel,Mining,9128
Other,Mining,9128
Diesel,Mining,9129
LPG_NGL,Manufacturing,9129
Residual_fuel_oil,Mining,9132
Other,Agriculture,9133
LPG_NGL,Manufacturing,9133
Residual_fuel_oil,Mining,9134
LPG_NGL,Agriculture,9136
Other,Mining,9138
Other,Agriculture,9139
LPG_NGL,Manufacturing,9139
Natural_gas,Construction,9140
Residual_fuel_oil,Agriculture,9140
Diesel,Mining,9141
Natural_gas,Construction,9141
Residual_fuel_oil,Agriculture,9142
Diesel,Manufacturing,9144
Other,Manufacturing,9145
Other,Agriculture,9145
LPG_NGL,Construction,9145
Net_electricity,Agriculture,9145
Residual_fuel_oil,Mining,9146
LPG_NGL,Mining,9149
Residual_fuel_oil,Manufacturing,9149
Diesel,Construction,9149
Residual_fuel_oil,Agriculture,9149
Net_electricity,Agriculture,9151
Coal,Mining,9153
Coal,Mining,9153
Coal,Manufacturing,9154
Diesel,Manufacturing,9155
Net_electricity,Construction,9155
Coal,Manufacturing,9156
Coal,Manufacturing,9157
Diesel,Mining,9157
Diesel,Manufacturing,9157
Natural_gas,Construction,9158
Diesel,Manufacturing,9158
Diesel,Manufacturing,9159
LPG_NGL,Construction,9159
Natural_gas,Construction,9160
Natural_gas,Construction,9161
LPG_NGL,Agriculture,9161
Net_electricity,Mining,9161
Natural_gas,Construction,9161
Coal,Manufacturing,9162
Coal,Mining,9162
Coal,Mining,9165
Natural_gas,Construction,9165
Natural_gas,Mining,9165
Other,Mining,9166
Natural_gas,Manufacturing,9167
Coal,Mining,9167
LPG_NGL,Manufacturing,9169
Natural_gas,Mining,9170
LPG_NGL,Construction,9174
Residual_fuel_oil,Agriculture,9176
Other,Manufacturing,9176
Net_electricity,Construction,9178
Diesel,Manufacturing,9178
LPG_NGL,Agriculture,9178
Net_electricity,Construction,9178
Natural_gas,Construction,9180
Net_electricity,Construction,9182
LPG_NGL,Construction,9182
Coal,Mining,9183
Diesel,Construction,9183
LPG_NGL,Agriculture,9183
Natural_gas,Construction,9184
Net_electricity,Mining,9185
Diesel,Construction,9185
Residual_fuel_oil,Mining,9185
Residual_fuel_oil,Agriculture,9185
Diesel,Manufacturing,9186
Net_electricity,Agriculture,9188
Net_electricity,Agriculture,9189
Other,Mining,9190
Net_electricity,Construction,9193
LPG_NGL,Manufacturing,9194
Other,Manufacturing,9194
Diesel,Manufacturing,9195
Residual_fuel_oil,Agriculture,9198
Other,Mining,9198
Other,Mining,9199
Residual_fuel_oil,Agriculture,9201
LPG_NGL,Agriculture,9201
Other,Mining,9202
Natural_gas,Mining,9203
Natural_gas,Mining,9203
Natural_gas,Mining,9203
Natural_gas,Mining,9203
Natural_gas,Construction,9203
Other,Mining,9204
Residual_fuel_oil,Mining,9207
Net_electricity,Construction,9210
Coal,Manufacturing,9210
Natural_gas,Construction,9210
Residual_fuel_oil,Agriculture,9210
Diesel,Construction,9211
Diesel,Construction,9211
Residual_fuel_oil,Mining,9213
Diesel,Construction,9213
Net_electricity,Construction,9213
Other,Mining,9214
Net_electricity,Construction,9217
Residual_fuel_oil,Agriculture,9218
LPG_NGL,Construction,9221
Diesel,Construction,9221
Net_electricity,Construction,9221
Residual_fuel_oil,Agriculture,9221
Other,Agriculture,9221
Net_electricity,Agriculture,9223
LPG_NGL,Manufacturing,9223
Residual_fuel_oil,Agriculture,9226
Other,Mining,9228
Diesel,Manufacturing,9228
Net_electricity,Construction,9230
Diesel,Construction,9230
Other,Manufacturing,9232
Diesel,Mining,9233
Diesel,Mining,9233
Coal,Manufacturing,9234
Natural_gas,Construction,9234
Diesel,Manufacturing,9236
Natural_gas,Construction,9236
Diesel,Construction,9236
Net_electricity,Manufacturing,9237
Other,Agriculture,9237
Residual_fuel_oil,Mining,9239
Natural_gas,Construction,9239
Diesel,Manufacturing,9240
Coal,Mining,9240
Coal,Mining,9240
LPG_NGL,Manufacturing,9240
Net_electricity,Manufacturing,9241
Net_electricity,Agriculture,9241
Natural_gas,Construction,9242
Diesel,Mining,9243
Diesel,Manufacturing,9244
Net_electricity,Construction,9246
Other,Manufacturing,9246
Coal,Mining,9247
Coal,Mining,9247
Coal,Mining,9247
Coal,Mining,9247
Diesel,Mining,9248
LPG_NGL,Construction,9252
Natural_gas,Construction,9256
Coal,Mining,9257
Natural_gas,Manufacturing,9258
Residual_fuel_oil,Agriculture,9260
LPG_NGL,Agriculture,9262
Other,Agriculture,9262
Net_electricity,Agriculture,9263
Other,Manufacturing,9264
Residual_fuel_oil,Agriculture,9264
Other,Agriculture,9268
Diesel,Mining,9269
Diesel,Manufacturing,9270
Residual_fuel_oil,Mining,9270
Other,Agriculture,9271
Diesel,Mining,9272
Diesel,Manufacturing,9272
Coal,Mining,9273
Residual_fuel_oil,Mining,9274
Other,Agriculture,9274
LPG_NGL,Construction,9276
Other,Agriculture,9276
Natural_gas,Mining,9277
Natural_gas,Mining,9278
Natural_gas,Mining,9278
Coal,Mining,9278
Other,Agriculture,9279
Coal,Mining,9282
Net_electricity,Construction,9282
Residual_fuel_oil,Mining,9283
LPG_NGL,Construction,9284
Net_electricity,Construction,9285
Other,Mining,9286
Residual_fuel_oil,Mining,9286
Natural_gas,Mining,9287
LPG_NGL,Agriculture,9287
Net_electricity,Mining,9287
Net_electricity,Construction,9287
LPG_NGL,Agriculture,9287
Coal,Mining,9288
LPG_NGL,Manufacturing,9288
Other,Agriculture,9289
Natural_gas,Construction,9291
Net_electricity,Construction,9291
Net_electricity,Construction,9291
Net_electricity,Construction,9291
Natural_gas,Mining,9292
LPG_NGL,Manufacturing,9292
Natural_gas,Mining,9293
Diesel,Mining,9294
LPG_NGL,Construction,9296
LPG_NGL,Construction,9299
Coke_and_breeze,Manufacturing,9300
LPG_NGL,Agriculture,9300
Other,Mining,9302
Natural_gas,Construction,9303
Natural_gas,Manufacturing,9307
Diesel,Mining,9307
Diesel,Mining,9307
Other,Manufacturing,9307
Diesel,Agriculture,9308
Net_electricity,Mining,9309
LPG_NGL,Manufacturing,9310
Residual_fuel_oil,Agriculture,9310
Coke_and_breeze,Manufacturing,9311
Other,Manufacturing,9312
Coal,Manufacturing,9314
Residual_fuel_oil,Mining,9315
Residual_fuel_oil,Mining,9319
Net_electricity,Construction,9320
Coal,Manufacturing,9320
Net_electricity,Construction,9320
Other,Agriculture,9321
Coke_and_breeze,Manufacturing,9321
Natural_gas,Construction,9322
Natural_gas,Construction,9323
LPG_NGL,Agriculture,9324
Natural_gas,Mining,9325
Net_electricity,Construction,9327
Other,Manufacturing,9329
Residual_fuel_oil,Agriculture,9330
Net_electricity,Construction,9330
Diesel,Mining,9331
Other,Mining,9333
Natural_gas,Construction,9335
Coal,Manufacturing,9335
Residual_fuel_oil,Mining,9335
Other,Mining,9335
LPG_NGL,Manufacturing,9335
Residual_fuel_oil,Mining,9336
Residual_fuel_oil,Mining,9336
Net_electricity,Construction,9339
Natural_gas,Construction,9339
Residual_fuel_oil,Agriculture,9340
LPG_NGL,Construction,9341
Net_electricity,Mining,9342
Net_electricity,Mining,9342
Net_electricity,Mining,9342
LPG_NGL,Agriculture,9344
Coke_and_breeze,Manufacturing,9345
Coke_and_breeze,Manufacturing,9345
Coke_and_breeze,Manufacturing,9345
Coke_and_breeze,Manufacturing,9345
Coke_and_breeze,Manufacturing,9345
Coke_and_breeze,Manufacturing,9345
Net_electricity,Construction,9345
Diesel,Construction,9345
Net_electricity,Agriculture,9346
Residual_fuel_oil,Mining,9346
Natural_gas,Construction,9348
Natural_gas,Construction,9348
Diesel,Mining,9352
LPG_NGL,Construction,9352
LPG_NGL,Manufacturing,9352
Natural_gas,Manufacturing,9353
Net_electricity,Construction,9356
Natural_gas,Construction,9356
Natural_gas,Manufacturing,9356
Net_electricity,Construction,9357
Other,Mining,9358
Net_electricity,Agriculture,9360
Net_electricity,Construction,9361
Other,Manufacturing,9361
LPG_NGL,Manufacturing,9365
Net_electricity,Construction,9366
Other,Agriculture,9366
Coal,Manufacturing,9366
Other,Mining,9367
Other,Agriculture,9367
Diesel,Agriculture,9367
Net_electricity,Construction,9368
LPG_NGL,Agriculture,9368
Diesel,Manufacturing,9370
Diesel,Agriculture,9370
Net_electricity,Construction,9371
Diesel,Manufacturing,9372
Other,Manufacturing,9375
Net_electricity,Mining,9376
Other,Mining,9376
Residual_fuel_oil,Mining,9378
Natural_gas,Mining,9382
Net_electricity,Mining,9383
Diesel,Construction,9383
Net_electricity,Agriculture,9384
LPG_NGL,Construction,9386
Coal,Mining,9387
LPG_NGL,Construction,9388
Net_electricity,Construction,9388
Coal,Mining,9390
Residual_fuel_oil,Agriculture,9390
Net_electricity,Agriculture,9391
Residual_fuel_oil,Mining,9391
Diesel,Mining,9392
LPG_NGL,Agriculture,9392
Net_electricity,Manufacturing,9392
Diesel,Manufacturing,9393
Natural_gas,Mining,9393
Net_electricity,Construction,9395
Other,Agriculture,9396
Net_electricity,Manufacturing,9397
Residual_fuel_oil,Mining,9398
Other,Agriculture,9399
Natural_gas,Mining,9400
Net_electricity,Construction,9400
LPG_NGL,Construction,9400
Coal,Mining,9401
Coal,Mining,9401
Coal,Mining,9401
Other,Agriculture,9401
Diesel,Manufacturing,9401
LPG_NGL,Construction,9401
Diesel,Construction,9402
Net_electricity,Mining,9402
Net_electricity,Mining,9402
Net_electricity,Mining,9402
Natural_gas,Mining,9402
Diesel,Manufacturing,9403
LPG_NGL,Manufacturing,9404
Net_electricity,Agriculture,9404
Coal,Mining,9404
Coal,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Net_electricity,Mining,9405
Other,Mining,9405
Natural_gas,Mining,9407
Other,Agriculture,9407
Natural_gas,Construction,9408
LPG_NGL,Construction,9408
Net_electricity,Mining,9409
LPG_NGL,Agriculture,9410
Other,Agriculture,9411
LPG_NGL,Construction,9412
Other,Mining,9412
LPG_NGL,Construction,9412
LPG_NGL,Construction,9412
Diesel,Manufacturing,9413
Residual_fuel_oil,Agriculture,9413
Natural_gas,Mining,9414
LPG_NGL,Manufacturing,9415
Diesel,Manufacturing,9417
Natural_gas,Construction,9417
Other,Agriculture,9419
Other,Manufacturing,9419
Net_electricity,Construction,9420
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Diesel,Mining,9423
Coal,Mining,9424
Residual_fuel_oil,Agriculture,9424
Coal,Manufacturing,9425
LPG_NGL,Manufacturing,9426
Residual_fuel_oil,Agriculture,9426
Coal,Manufacturing,9426
Net_electricity,Manufacturing,9426
Other,Mining,9427
Residual_fuel_oil,Mining,9427
Natural_gas,Mining,9428
Diesel,Manufacturing,9428
Natural_gas,Construction,9429
LPG_NGL,Manufacturing,9430
Net_electricity,Construction,9433
Other,Agriculture,9433
Diesel,Manufacturing,9434
Coal,Mining,9434
Other,Agriculture,9435
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
Coal,Mining,9436
LPG_NGL,Construction,9436
Net_electricity,Construction,9436
Net_electricity,Agriculture,9437
Net_electricity,Construction,9440
Net_electricity,Agriculture,9440
Coal,Mining,9441
Net_electricity,Construction,9441
Net_electricity,Manufacturing,9441
Net_electricity,Agriculture,9441
LPG_NGL,Manufacturing,9441
LPG_NGL,Construction,9442
Other,Manufacturing,9442
Other,Manufacturing,9442
Net_electricity,Manufacturing,9445
LPG_NGL,Agriculture,9445
Natural_gas,Mining,9446
LPG_NGL,Agriculture,9447
Net_electricity,Mining,9448
LPG_NGL,Construction,9452
Other,Agriculture,9455
Natural_gas,Construction,9456
Diesel,Manufacturing,9457
Diesel,Construction,9459
Diesel,Mining,9461
Net_electricity,Construction,9461
Natural_gas,Construction,9462
Residual_fuel_oil,Agriculture,9465
Coal,Mining,9466
Natural_gas,Manufacturing,9467
LPG_NGL,Construction,9469
Net_electricity,Construction,9470
Other,Agriculture,9472
Natural_gas,Construction,9472
Net_electricity,Construction,9473
Residual_fuel_oil,Agriculture,9474
Residual_fuel_oil,Agriculture,9476
Other,Mining,9476
Net_electricity,Construction,9476
Net_electricity,Construction,9477
Residual_fuel_oil,Agriculture,9477
Other,Mining,9479
Coal,Manufacturing,9480
LPG_NGL,Manufacturing,9480
Net_electricity,Mining,9485
LPG_NGL,Construction,9485
Net_electricity,Agriculture,9486
LPG_NGL,Construction,9486
Diesel,Construction,9486
LPG_NGL,Manufacturing,9488
Other,Mining,9489
Other,Mining,9489
Other,Mining,9489
Natural_gas,Mining,9490
Other,Mining,9493
Other,Mining,9493
Natural_gas,Construction,9495
Diesel,Mining,9496
Other,Agriculture,9496
Coal,Mining,9496
Net_electricity,Construction,9496
LPG_NGL,Agriculture,9497
Other,Agriculture,9497
Coal,Mining,9498
Diesel,Manufacturing,9499
Natural_gas,Manufacturing,9499
Other,Mining,9501
Residual_fuel_oil,Mining,9501
Other,Agriculture,9502
Natural_gas,Mining,9503
LPG_NGL,Manufacturing,9504
LPG_NGL,Construction,9504
Net_electricity,Construction,9505
Diesel,Construction,9507
LPG_NGL,Agriculture,9507
LPG_NGL,Manufacturing,9509
Coal,Mining,9509
LPG_NGL,Agriculture,9510
Coal,Mining,9510
Diesel,Mining,9513
LPG_NGL,Construction,9513
Net_electricity,Construction,9514
Diesel,Mining,9515
Diesel,Manufacturing,9515
LPG_NGL,Agriculture,9516
Other,Mining,9516
Natural_gas,Construction,9516
Residual_fuel_oil,Agriculture,9517
Natural_gas,Mining,9517
Residual_fuel_oil,Manufacturing,9518
Coal,Mining,9521
Net_electricity,Construction,9521
Natural_gas,Mining,9522
Net_electricity,Mining,9525
Residual_fuel_oil,Agriculture,9525
Net_electricity,Construction,9525
LPG_NGL,Construction,9526
Coal,Mining,9527
Coal,Mining,9527
Residual_fuel_oil,Agriculture,9528
Diesel,Mining,9528
Diesel,Construction,9530
LPG_NGL,Manufacturing,9531
Other,Manufacturing,9533
Net_electricity,Construction,9533
Natural_gas,Manufacturing,9533
Net_electricity,Manufacturing,9533
Residual_fuel_oil,Mining,9534
Net_electricity,Construction,9539
Natural_gas,Construction,9543
Coal,Mining,9543
Net_electricity,Manufacturing,9544
Residual_fuel_oil,Agriculture,9547
LPG_NGL,Construction,9547
LPG_NGL,Agriculture,9547
Net_electricity,Manufacturing,9548
Natural_gas,Manufacturing,9551
LPG_NGL,Manufacturing,9553
Diesel,Manufacturing,9555
Other,Mining,9555
LPG_NGL,Agriculture,9556
Diesel,Construction,9558
Other,Mining,9560
Other,Mining,9560
Other,Manufacturing,9561
Residual_fuel_oil,Agriculture,9561
Other,Mining,9567
LPG_NGL,Manufacturing,9568
Natural_gas,Mining,9569
Net_electricity,Mining,9569
LPG_NGL,Construction,9570
Natural_gas,Construction,9570
Net_electricity,Construction,9571
LPG_NGL,Mining,9572
Residual_fuel_oil,Agriculture,9573
Net_electricity,Construction,9573
Coal,Mining,9575
Diesel,Manufacturing,9576
Diesel,Manufacturing,9576
LPG_NGL,Construction,9576
Diesel,Mining,9577
Net_electricity,Mining,9577
Residual_fuel_oil,Agriculture,9577
Coke_and_breeze,Manufacturing,9578
LPG_NGL,Manufacturing,9578
Coke_and_breeze,Manufacturing,9578
Coke_and_breeze,Manufacturing,9578
Coke_and_breeze,Manufacturing,9578
Net_electricity,Mining,9579
Diesel,Manufacturing,9579
Diesel,Manufacturing,9580
Coal,Mining,9580
Coal,Mining,9580
Net_electricity,Agriculture,9582
Net_electricity,Manufacturing,9584
Coal,Mining,9585
Net_electricity,Construction,9585
Residual_fuel_oil,Manufacturing,9585
Net_electricity,Agriculture,9587
LPG_NGL,Agriculture,9587
LPG_NGL,Manufacturing,9589
Residual_fuel_oil,Agriculture,9589
Natural_gas,Construction,9589
LPG_NGL,Agriculture,9590
Diesel,Manufacturing,9591
Other,Manufacturing,9591
Residual_fuel_oil,Agriculture,9593
Other,Mining,9593
Residual_fuel_oil,Agriculture,9594
Residual_fuel_oil,Mining,9595
Net_electricity,Construction,9595
Other,Manufacturing,9596
Residual_fuel_oil,Agriculture,9596
Net_electricity,Mining,9598
LPG_NGL,Construction,9598
Net_electricity,Mining,9598
Natural_gas,Mining,9600
Natural_gas,Mining,9600
Natural_gas,Mining,9600
Natural_gas,Mining,9600
Natural_gas,Mining,9600
Natural_gas,Mining,9600
Natural_gas,Mining,9600
Residual_fuel_oil,Mining,9601
Net_electricity,Construction,9602
Diesel,Manufacturing,9602
Coal,Mining,9602
Diesel,Construction,9602
LPG_NGL,Agriculture,9602
Other,Mining,9604
Diesel,Mining,9605
Diesel,Mining,9605
LPG_NGL,Construction,9606
Net_electricity,Construction,9607
LPG_NGL,Manufacturing,9608
Other,Mining,9608
Diesel,Construction,9610
LPG_NGL,Construction,9610
Diesel,Manufacturing,9611
Other,Mining,9612
Other,Mining,9612
Residual_fuel_oil,Agriculture,9614
Coal,Manufacturing,9614
Diesel,Manufacturing,9615
Other,Manufacturing,9615
LPG_NGL,Construction,9615
Other,Agriculture,9615
Net_electricity,Construction,9617
Diesel,Manufacturing,9617
Diesel,Mining,9619
Diesel,Mining,9619
Residual_fuel_oil,Mining,9619
Other,Manufacturing,9619
LPG_NGL,Manufacturing,9621
Net_electricity,Manufacturing,9622
Net_electricity,Manufacturing,9622
Diesel,Manufacturing,9624
LPG_NGL,Agriculture,9626
LPG_NGL,Agriculture,9627
Diesel,Agriculture,9629
LPG_NGL,Manufacturing,9629
Diesel,Construction,9630
Diesel,Mining,9631
Diesel,Mining,9631
Other,Manufacturing,9634
Residual_fuel_oil,Mining,9634
Net_electricity,Construction,9636
LPG_NGL,Manufacturing,9636
Diesel,Manufacturing,9636
Natural_gas,Manufacturing,9639
Natural_gas,Mining,9642
Diesel,Manufacturing,9643
Net_electricity,Manufacturing,9644
Natural_gas,Construction,9644
Other,Manufacturing,9645
Diesel,Construction,9645
Net_electricity,Mining,9647
Natural_gas,Construction,9647
LPG_NGL,Manufacturing,9651
Other,Manufacturing,9653
Diesel,Manufacturing,9658
LPG_NGL,Manufacturing,9658
Other,Mining,9660
Other,Mining,9660
Other,Mining,9660
Other,Manufacturing,9663
Diesel,Mining,9665
Residual_fuel_oil,Agriculture,9667
LPG_NGL,Construction,9668
LPG_NGL,Construction,9669
LPG_NGL,Manufacturing,9669
LPG_NGL,Manufacturing,9669
Residual_fuel_oil,Agriculture,9674
Other,Agriculture,9674
LPG_NGL,Construction,9676
Residual_fuel_oil,Mining,9676
Residual_fuel_oil,Mining,9679
Net_electricity,Mining,9679
Natural_gas,Construction,9680
Diesel,Manufacturing,9681
Diesel,Mining,9683
Net_electricity,Construction,9685
Other,Agriculture,9686
Other,Mining,9687
Other,Agriculture,9687
LPG_NGL,Construction,9690
Net_electricity,Agriculture,9690
LPG_NGL,Agriculture,9690
Net_electricity,Agriculture,9690
Residual_fuel_oil,Mining,9691
LPG_NGL,Agriculture,9691
Other,Mining,9692
Diesel,Mining,9692
Natural_gas,Construction,9694
Residual_fuel_oil,Agriculture,9694
Natural_gas,Mining,9696
Net_electricity,Construction,9697
Net_electricity,Construction,9698
Coal,Mining,9698
LPG_NGL,Construction,9699
Natural_gas,Construction,9699
LPG_NGL,Manufacturing,9699
Coal,Mining,9700
Coal,Mining,9700
Net_electricity,Agriculture,9702
Other,Mining,9702
Diesel,Mining,9703
Diesel,Mining,9703
Coal,Mining,9703
Other,Agriculture,9704
Diesel,Mining,9704
Other,Agriculture,9706
Natural_gas,Mining,9707
Diesel,Mining,9709
Other,Mining,9709
LPG_NGL,Construction,9709
Natural_gas,Construction,9709
Residual_fuel_oil,Agriculture,9710
Diesel,Manufacturing,9712
Residual_fuel_oil,Agriculture,9712
Coal,Mining,9713
Diesel,Manufacturing,9714
LPG_NGL,Construction,9715
Diesel,Mining,9715
Diesel,Mining,9715
Natural_gas,Mining,9715
Other,Agriculture,9715
LPG_NGL,Agriculture,9718
Coal,Mining,9719
Net_electricity,Construction,9721
Diesel,Manufacturing,9721
Diesel,Manufacturing,9721
Diesel,Manufacturing,9722
Net_electricity,Manufacturing,9724
LPG_NGL,Construction,9725
Net_electricity,Construction,9725
Other,Mining,9728
Residual_fuel_oil,Agriculture,9728
Coal,Mining,9729
LPG_NGL,Manufacturing,9729
Other,Agriculture,9730
LPG_NGL,Agriculture,9730
Diesel,Manufacturing,9730
Net_electricity,Construction,9731
LPG_NGL,Manufacturing,9731
Residual_fuel_oil,Agriculture,9733
LPG_NGL,Agriculture,9733
Natural_gas,Manufacturing,9734
LPG_NGL,Construction,9734
Coke_and_breeze,Manufacturing,9734
Coke_and_breeze,Manufacturing,9736
Residual_fuel_oil,Agriculture,9737
Net_electricity,Construction,9738
Natural_gas,Construction,9738
Other,Mining,9740
Diesel,Construction,9740
Natural_gas,Construction,9740
Coal,Manufacturing,9741
Other,Agriculture,9741
LPG_NGL,Manufacturing,9743
Coal,Manufacturing,9743
Residual_fuel_oil,Agriculture,9744
Other,Agriculture,9744
Other,Mining,9746
Net_electricity,Construction,9746
LPG_NGL,Construction,9749
Residual_fuel_oil,Agriculture,9749
Diesel,Construction,9749
Net_electricity,Agriculture,9750
Net_electricity,Agriculture,9750
Residual_fuel_oil,Agriculture,9751
LPG_NGL,Construction,9751
Natural_gas,Mining,9752
Natural_gas,Construction,9752
Natural_gas,Manufacturing,9754
Other,Mining,9754
Net_electricity,Construction,9755
Other,Mining,9758
LPG_NGL,Manufacturing,9759
Residual_fuel_oil,Mining,9759
Natural_gas,Construction,9761
Residual_fuel_oil,Mining,9761
Diesel,Mining,9762
Diesel,Mining,9762
Net_electricity,Mining,9763
Coal,Mining,9763
Other,Agriculture,9764
Natural_gas,Construction,9765
Residual_fuel_oil,Agriculture,9765
Diesel,Manufacturing,9766
Net_electricity,Mining,9766
Other,Mining,9767
Residual_fuel_oil,Agriculture,9767
Natural_gas,Mining,9768
Natural_gas,Mining,9768
Natural_gas,Mining,9768
Other,Mining,9771
Net_electricity,Construction,9772
Net_electricity,Construction,9772
Net_electricity,Manufacturing,9773
LPG_NGL,Construction,9774
Diesel,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Coal,Mining,9776
Natural_gas,Mining,9777
Residual_fuel_oil,Agriculture,9778
Residual_fuel_oil,Agriculture,9778
LPG_NGL,Agriculture,9779
Diesel,Mining,9780
LPG_NGL,Manufacturing,9781
Diesel,Agriculture,9782
Net_electricity,Construction,9792
Net_electricity,Agriculture,9792
LPG_NGL,Manufacturing,9793
LPG_NGL,Construction,9793
Diesel,Mining,9794
Coal,Manufacturing,9795
LPG_NGL,Construction,9797
LPG_NGL,Construction,9798
Residual_fuel_oil,Agriculture,9799
Coal,Manufacturing,9799
Net_electricity,Manufacturing,9801
LPG_NGL,Manufacturing,9805
Natural_gas,Construction,9807
Other,Agriculture,9807
Net_electricity,Construction,9807
Natural_gas,Construction,9808
LPG_NGL,Manufacturing,9809
Other,Mining,9812
Coal,Manufacturing,9813
Coal,Manufacturing,9815
Residual_fuel_oil,Mining,9815
LPG_NGL,Manufacturing,9816
Other,Agriculture,9818
Diesel,Manufacturing,9819
Diesel,Manufacturing,9819
Diesel,Construction,9820
LPG_NGL,Manufacturing,9822
Natural_gas,Construction,9824
Net_electricity,Construction,9824
Coal,Mining,9824
Coal,Mining,9825
Coal,Mining,9825
LPG_NGL,Manufacturing,9825
Residual_fuel_oil,Agriculture,9829
Net_electricity,Mining,9830
Residual_fuel_oil,Agriculture,9831
Other,Agriculture,9831
Natural_gas,Construction,9833
LPG_NGL,Construction,9833
Residual_fuel_oil,Mining,9834
Diesel,Mining,9834
Residual_fuel_oil,Mining,9835
Coal,Mining,9835
Other,Mining,9835
LPG_NGL,Agriculture,9836
Net_electricity,Construction,9836
LPG_NGL,Construction,9842
Other,Mining,9845
LPG_NGL,Agriculture,9845
Diesel,Construction,9846
Residual_fuel_oil,Mining,9846
Natural_gas,Mining,9846
Diesel,Mining,9846
Residual_fuel_oil,Agriculture,9847
Natural_gas,Construction,9847
LPG_NGL,Agriculture,9847
Natural_gas,Mining,9848
Other,Agriculture,9850
Residual_fuel_oil,Agriculture,9850
Natural_gas,Construction,9850
LPG_NGL,Construction,9852
Net_electricity,Construction,9852
Residual_fuel_oil,Agriculture,9852
LPG_NGL,Construction,9854
Other,Mining,9854
Diesel,Manufacturing,9855
Diesel,Mining,9855
LPG_NGL,Manufacturing,9856
Natural_gas,Construction,9856
Net_electricity,Mining,9859
Net_electricity,Construction,9859
Natural_gas,Manufacturing,9859
Diesel,Mining,9859
Diesel,Manufacturing,9861
LPG_NGL,Manufacturing,9861
Diesel,Mining,9861
Diesel,Mining,9861
LPG_NGL,Agriculture,9863
LPG_NGL,Manufacturing,9864
Diesel,Manufacturing,9864
LPG_NGL,Agriculture,9864
Net_electricity,Construction,9864
Natural_gas,Mining,9865
Other,Manufacturing,9865
Other,Mining,9867
Residual_fuel_oil,Mining,9867
Net_electricity,Construction,9868
Diesel,Manufacturing,9869
LPG_NGL,Manufacturing,9869
Coal,Mining,9869
Coal,Mining,9869
Coal,Mining,9869
Net_electricity,Construction,9870
Coal,Manufacturing,9871
Other,Mining,9871
LPG_NGL,Manufacturing,9871
Diesel,Manufacturing,9873
Natural_gas,Construction,9874
Diesel,Manufacturing,9875
Net_electricity,Construction,9875
Other,Mining,9875
LPG_NGL,Construction,9876
Net_electricity,Construction,9876
Diesel,Mining,9876
Other,Agriculture,9877
Natural_gas,Construction,9877
Natural_gas,Mining,9879
LPG_NGL,Manufacturing,9881
LPG_NGL,Manufacturing,9883
LPG_NGL,Agriculture,9886
Coal,Mining,9887
Net_electricity,Agriculture,9889
