plant_id,fips_raw,county_FIPS,coord_lat,coord_long,coords,plant_name,plant_state,census_region,NERC_region,prime_mover,reported_FTC,AER_FTC,AER_FTC_full,MMBTU_con_tot_YTD,MMBTU_con_elec_YTD,MWh_net_gen_elec_YTD
59927,25009,25009,42.829833,-70.960208,"42.829833,-70.960208",Hunt Road Solar,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,67839,67839,7618
59928,37069,37069,36.258478,-78.411966,"36.258478,-78.411966","Vance Solar Farm, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,78685,78685,8836
59929,37023,37023,35.72,-81.417,"35.72,-81.417","Cline Solar Farm, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,75942,75942,8528
59930,37007,37007,34.970486,-80.389622,"34.970486,-80.389622","BG Stewart Solar Farm, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,79700,79700,8950
59931,55079,55079,43.030016,-87.940914,"43.030016,-87.940914",FCPC Renewable Generation,WI,ENC,RFC,IC,OBG,ORW,Other Renewables ,67891,24765,6460
59932,49021,49021,37.731338,-113.216634,"37.731338,-113.216634",Fiddler's Canyon 3,UT,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,58703,58703,6592
59934,37051,37051,35.21871,-78.669479,"35.21871,-78.669479",Soluga Farms IV,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,53777,53777,6039
59936,37025,37025,35.55543,-80.38589,"35.55543,-80.38589",Meadowbrook Solar Farm,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,82316,82316,9244
59937,37085,37085,35.414507,-78.690576,"35.414507,-78.690576","Coats Solar Farm, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,87101,87101,9781
59938,48089,48089,29.550278,-96.537778,"29.550278,-96.537778",Sky Global Power One,TX,WSC,TRE,IC,NG,NG,Natural Gas,271370,271370,26500
59939,6019,06019,36.581365,-120.40447,"36.581365,-120.40447",RE Tranquillity,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,4393415,4393415,493365
59940,6019,06019,36.581182,-120.37957,"36.581182,-120.37957","Great Valley Solar Portfolio Holdings, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,4850795,4850795,544727
59941,49021,49021,37.7212,-113.1516,"37.7212,-113.1516","Iron Springs Solar, LLC",UT,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,1854235,1854235,208224
59942,6037,06037,34.6608,-118.0836,"34.6608,-118.0836",Morgan Lancaster 1,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,26091,26091,2930
59943,48173,48173,31.74325,-101.493407,"31.74325,-101.493407",Rattlesnake Den,TX,WSC,TRE,WT,WND,WND,Wind,6395714,6395714,718216
59944,37065,37065,35.822,-77.481,"35.822,-77.481","Conetoe II Solar, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1394531,1394531,156601
59945,49021,49021,37.7989,-113.322,"37.7989,-113.322","Granite Mountain Solar West, LLC",UT,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,1117045,1117045,125440
59946,49021,49021,37.77509,-113.226403,"37.77509,-113.226403","Granite Mountain Solar East, LLC",UT,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,1817287,1817287,204075
59947,5013,05013,33.631538,-92.703611,"33.631538,-92.703611",SR Camden,AR,WSC,SERC,PV,SUN,SUN,Solar PV and thermal,231699,231699,26019
59948,6029,06029,35.317551,-118.989894,"35.317551,-118.989894",Bakersfield 111,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,29413,29413,3303
59949,24001,24001,39.593075,-78.745333,"39.593075,-78.745333",AES Warrior Run Energy Storage Project,MD,SAT,RFC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-2040
59950,37059,37059,36.13727,-80.596009,"36.13727,-80.596009",Yadkinville Solar,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,36449,36449,4093
59951,37185,37185,36.515544,-78.033704,"36.515544,-78.033704",Five Forks Solar,NC,SAT,RFC,PV,SUN,SUN,Solar PV and thermal,2476,2476,278
59952,6095,06095,38.216973,-121.979452,"38.216973,-121.979452",Potrero Hills Energy Producers,CA,PACC,WECC,IC,LFG,MLG,Biogenic Municipal Solid Waste and Landfill Gas,652656,652656,63061
59953,33015,33015,43.06435,-72.00635,"43.06435,-72.00635",Antrim Wind,NH,NEW,NPCC,WT,WND,WND,Wind,53786,53786,6040
59954,12097,12097,28.058078,-81.241681,"28.058078,-81.241681",Osceola Solar Facility,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,58008,58008,6514
59955,37101,37101,35.48835,-78.319751,"35.48835,-78.319751",ESA Smithfield,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,28869,28869,3242
59956,37101,37101,35.5262,-78.2898,"35.5262,-78.2898",ESA Selma,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,25709,25709,2887
59957,17099,17099,41.2269,-88.6836,"41.2269,-88.6836",Grand Ridge Battery Projects,IL,ENC,RFC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-3564
59958,49001,49001,38.388243,-112.990812,"38.388243,-112.990812",Milford 2,UT,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,54338,54338,6102
59959,17043,17043,41.896873,-88.222718,"41.896873,-88.222718",Elwood Energy Storage Center,IL,ENC,RFC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-2252
59960,17197,17197,41.488679,-88.108757,"41.488679,-88.108757",Jake Energy Storage Center,IL,ENC,RFC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-1709
59961,6029,06029,34.73206,-118.313573,"34.73206,-118.313573",Western Antelope Blue Sky B,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,489365,489365,54954
59962,6029,06029,34.719538,-118.31301,"34.719538,-118.31301",North Lancaster Ranch,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,346208,346208,38878
59963,6029,06029,34.720499,-118.30046,"34.720499,-118.30046",Central Antelope Dry Ranch C,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,341346,341346,38332
59964,6029,06029,34.730263,-118.30425,"34.730263,-118.30425",Elevation Solar C,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,986042,986042,110729
59965,49037,49037,37.886706,-109.36839,"37.886706,-109.36839",Latigo Wind Park,UT,MTN,WECC,WT,WND,WND,Wind,1471115,1471115,165201
59966,37133,37133,34.725699,-77.350273,"34.725699,-77.350273",Camp Lejeune Solar,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,193611,193611,21742
59967,9003,09003,41.869302,-72.718315,"41.869302,-72.718315",Pepperidge Farm Bloomfield,CT,NEW,NPCC,FC,NG,NG,Natural Gas,155303,99183,17575
59968,37041,37041,36.31,-76.42,"36.31,-76.42","Desert Wind Farm, LLC",NC,SAT,SERC,WT,WND,WND,Wind,4658553,4658553,523139
59972,48173,48173,31.727237,-101.582,"31.727237,-101.582",Bearkat,TX,WSC,TRE,WT,WND,WND,Wind,6712312,6712312,753769
59973,12095,12095,28.3737,-81.562589,"28.3737,-81.562589",Walt Disney World Solar Facility,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,59940,59940,6731
59974,8039,08039,38.935,-104.212,"38.935,-104.212",Golden West Power Partners LLC,CO,MTN,WECC,WT,WND,WND,Wind,6761646,6761646,759309
59975,8063,08063,39.334,-102.173,"39.334,-102.173",Carousel Wind Farm LLC,CO,MTN,WECC,WT,WND,WND,Wind,5437936,5437936,610661
59976,6029,06029,34.844226,-118.458466,"34.844226,-118.458466",RE Astoria,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,2516614,2516614,282607
59977,6029,06029,34.836649,-118.480204,"34.836649,-118.480204",RE Astoria 2,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,1917114,1917114,215285
59978,6021,06021,39.69898,-122.175583,"39.69898,-122.175583","Enerparc CA2, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,31526,31526,3540
59979,6013,06013,38.019671,-121.86506,"38.019671,-121.86506","Columbia Solar Energy, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,341623,341623,38363
59981,18065,18065,39.854126,-85.403423,"39.854126,-85.403423",New Castle Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,14506,14506,1629
59982,18055,18055,38.9099,-86.9473,"38.9099,-86.9473",Scotland Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,15424,15424,1732
59983,18037,18037,38.1941,-86.9889,"38.1941,-86.9889",New Haven Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,16935,16935,1902
59984,18043,18043,38.2717,-85.9864,"38.2717,-85.9864",Lanesville Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,16359,16359,1837
59985,18105,18105,39.25482,-86.656796,"39.25482,-86.656796",Ellettsville Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,15369,15369,1726
59986,18019,18019,38.5955,-85.7773,"38.5955,-85.7773",Henryville Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,16182,16182,1817
59987,18093,18093,38.709545,-86.469676,"38.709545,-86.469676",Spring Mill Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,14739,14739,1655
59988,18031,18031,39.337893,-85.506398,"39.337893,-85.506398",Decatur Co. Solar RES (IN),IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,16813,16813,1888
59989,18005,18005,38.881719,-86.032969,"38.881719,-86.032969",Jackson Co. Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,16447,16447,1847
59990,18013,18013,39.518026,-86.068353,"39.518026,-86.068353",Johnson Co. Solar RES,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,16821,16821,1889
59993,12015,12015,26.861592,-81.751011,"26.861592,-81.751011",Babcock Solar Energy Center Hybrid,FL,SAT,SERC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-1537
59993,12015,12015,26.861592,-81.751011,"26.861592,-81.751011",Babcock Solar Energy Center Hybrid,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1434239,1434239,161060
59994,48371,48371,30.960209,-103.306662,"30.960209,-103.306662",RE Roserock,TX,WSC,TRE,PV,SUN,SUN,Solar PV and thermal,3427980,3427980,384950
59995,54011,54011,38.3622,-82.1256,"38.3622,-82.1256",AEP Milton NaS,WV,SAT,RFC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-117
59999,37001,37001,36.084097,-79.24481,"36.084097,-79.24481",Ouchchy PV1,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,46314,46314,5201
60000,37091,37091,36.441359,-77.135575,"36.441359,-77.135575",Turkey Creek PV1,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,218948,218948,24587
60001,37091,37091,36.451012,-77.120595,"36.451012,-77.120595",Vaughn Creek PV1,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,376620,376620,42293
60004,36087,36087,41.100409,-73.951593,"41.100409,-73.951593",Clarkstown Landfill Solar Facility,NY,MAT,NPCC,PV,SUN,SUN,Solar PV and thermal,22575,22575,2535
60005,12127,12127,29.17016,-81.064121,"29.17016,-81.064121",Daytona International Speedway Solar,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,18443,18443,2071
60006,12035,12035,25.770008,-80.367743,"25.770008,-80.367743",FIU Solar,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,9441,9441,1060
60007,6029,06029,35.731362,-119.818712,"35.731362,-119.818712",Morelos del Sol,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,320161,320161,35953
60008,8003,08003,37.691863,-105.990812,"37.691863,-105.990812",Hooper Solar,CO,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,1098718,1098718,123382
60009,16073,16073,43.213,-116.439,"43.213,-116.439",Murphy Flat Solar,ID,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,413566,413566,46442
60010,16073,16073,43.467,-116.285,"43.467,-116.285",Orchard Ranch Solar,ID,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,431339,431339,48438
60011,16073,16073,42.824,-112.752,"42.824,-112.752",American Falls Solar,ID,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,389941,389941,43789
60012,16073,16073,42.824,-112.752,"42.824,-112.752",American Falls Solar II,ID,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,392513,392513,44078
60013,40053,40053,36.927071,-97.696331,"36.927071,-97.696331","Grant Wind, LLC",OK,WSC,MRO,WT,WND,WND,Wind,5169406,5169406,580506
60014,12081,12081,27.607469,-82.355275,"27.607469,-82.355275",Manatee Solar Energy Center,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1463091,1463091,164300
60015,39063,39063,41.101219,-83.644394,"41.101219,-83.644394",Findlay Wind Farm,OH,ENC,RFC,WT,WND,WND,Wind,70021,70021,7863
60016,53061,53061,47.936194,-122.246917,"47.936194,-122.246917",MESA 1,WA,PACC,WECC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-65
60017,26161,26161,42.323377,-83.680252,"42.323377,-83.680252",Domino Farms Solar,MI,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,12288,12288,1380
60018,26163,26163,42.317437,-83.209489,"42.317437,-83.209489",Ford World Headquarters,MI,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,7230,7230,812
60019,26147,26147,43.1056,-82.6964,"43.1056,-82.6964",Greenwood Solar Farm,MI,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,19966,19966,2242
60021,53061,53061,47.972667,-122.198694,"47.972667,-122.198694",MESA 2,WA,PACC,WECC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-49
60022,25027,25027,42.141319,-71.850758,"42.141319,-71.850758",Oxford,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,32370,32370,3635
60023,8123,08123,40.081444,-104.746661,"40.081444,-104.746661",SR Jenkins Ft Lupton,CO,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,275015,275015,30883
60024,15003,15003,21.456,-157.982,"21.456,-157.982",Waipio Solar,HI,PACN,,PV,SUN,SUN,Solar PV and thermal,145632,145632,16354
60025,12089,12089,30.6608,-81.4706,"30.6608,-81.4706",Eight Flags Energy,FL,SAT,SERC,GT,NG,NG,Natural Gas,1785055,1785055,180604
60026,6037,06037,34.600231,-117.94751,"34.600231,-117.94751",Little Rock Pham Solar,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,69119,69119,7762
60027,6075,06075,37.120586,-120.32488,"37.120586,-120.32488",Adera Solar,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,377002,377002,42336
60029,24043,24043,39.680865,-77.727117,"39.680865,-77.727117",CES VMT Solar,MD,SAT,RFC,PV,SUN,SUN,Solar PV and thermal,13705,13705,1539
60030,37131,37131,36.481008,-77.481164,"36.481008,-77.481164",Pecan Solar,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1268759,1268759,142477
60032,6071,06071,34.097728,-117.544529,"34.097728,-117.544529",SunE Rochester,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,13981,13981,1570
60033,6029,06029,35.615573,-120.404352,"35.615573,-120.404352","CA Flats Solar 130, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,3000985,3000985,337000
60034,6029,06029,35.615573,-120.404352,"35.615573,-120.404352","CA Flats Solar 150, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,2857510,2857510,320888
60035,6065,06065,33.97819,-117.38514,"33.97819,-117.38514",Tequesquite Landfill Solar PV Project,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,129007,129007,14487
60036,24005,24005,39.2525,-76.735,"39.2525,-76.735",CCBC-Catonsville,MD,SAT,RFC,PV,SUN,SUN,Solar PV and thermal,24818,24818,2787
60038,39095,39095,41.6447,-83.5364,"41.6447,-83.5364",Owens Corning Headquarters,OH,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,17320,17320,1945
60039,6047,06047,37.379919,-121.130661,"37.379919,-121.130661",Frontier Solar LLC,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,463880,463880,52092
60040,9009,09009,41.288803,-72.898622,"41.288803,-72.898622",UI RCP New Haven Fuel Cell,CT,NEW,NPCC,FC,NG,NG,Natural Gas,178006,178006,18045
60043,6029,06029,34.901,-119.596,"34.901,-119.596","Cuyama Solar, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,919299,919299,103234
60044,48371,48371,30.57552,-102.551292,"30.57552,-102.551292",Buckthorn Westex,TX,WSC,TRE,PV,SUN,SUN,Solar PV and thermal,2357954,2357954,264790
60045,36103,36103,40.934411,-72.888511,"40.934411,-72.888511",Shoreham Solar Commons,NY,MAT,NPCC,PV,SUN,SUN,Solar PV and thermal,414627,414627,46561
60046,18127,18127,41.5611,-87.1555,"41.5611,-87.1555",Portage Solar,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,20403,20403,2291
60047,18039,18039,41.6972,-85.6875,"41.6972,-85.6875",Middlebury Solar,IN,ENC,RFC,PV,SUN,SUN,Solar PV and thermal,17418,17418,1956
60048,37013,37013,35.501688,-77.105614,"35.501688,-77.105614","TWE Chocowinity Solar, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,61962,61962,6958
60049,6001,06001,37.713311,-121.640353,"37.713311,-121.640353",Golden Hills Wind,CA,PACC,WECC,WT,WND,WND,Wind,2561568,2561568,287655
60050,37021,37021,35.473629,-82.890319,"35.473629,-82.890319",Innovative Solar 10,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,23295,23295,2616
60051,37161,37161,35.378187,-81.795051,"35.378187,-81.795051","Innovative Solar 18, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,34409,34409,3864
60052,37023,37023,35.70974,-81.413308,"35.70974,-81.413308","Innovative Solar 26, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,32316,32316,3629
60053,37079,37079,35.39169,-77.620395,"35.39169,-77.620395","Innovative Solar 63, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,80244,80244,9011
60054,9001,09001,41.157591,-73.208084,"41.157591,-73.208084",UI RCP Bridgeport Seaside,CT,NEW,NPCC,FC,NG,NG,Natural Gas,150784,150784,15451
60054,9001,09001,41.157591,-73.208084,"41.157591,-73.208084",UI RCP Bridgeport Seaside,CT,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,27844,27844,3127
60055,37021,37021,35.363863,-82.350001,"35.363863,-82.350001",Innovative Solar 16,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,31961,31961,3589
60056,25013,25013,42.222824,-72.309507,"42.222824,-72.309507","Syncarpha Palmer, LLC",MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,67464,67464,7576
60057,41053,41053,45.068,-123.47,"45.068,-123.47","Steel Bridge Solar, LLC",OR,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,27864,27864,3129
60058,1077,01077,34.831511,-87.842204,"34.831511,-87.842204","River Bend Solar, LLC",AL,ESC,SERC,PV,SUN,SUN,Solar PV and thermal,1331190,1331190,149488
60059,48247,48247,26.411689,-98.571554,"26.411689,-98.571554",Los Vientos V Wind Power,TX,WSC,TRE,WT,WND,WND,Wind,4162170,4162170,467397
60060,6073,06073,32.729238,-117.207718,"32.729238,-117.207718",Lindberg FIeld Solar,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,43885,43885,4928
60061,12015,12015,27.320919,-81.806863,"27.320919,-81.806863",Citrus Solar Energy Center Hybrid,FL,SAT,SERC,BA,MWH,OTH,Other (including nonbiogenic MSW),0,0,-204
60061,12015,12015,27.320919,-81.806863,"27.320919,-81.806863",Citrus Solar Energy Center Hybrid,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1458978,1458978,163838
60062,4019,04019,32.000854,-110.958427,"32.000854,-110.958427",Avalon Solar II,AZ,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,381105,381105,42797
60063,13031,13031,32.423798,-82.102824,"32.423798,-82.102824","Live Oak Solar, LLC",GA,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,909831,909831,102171
60064,13269,13269,32.506017,-84.256976,"32.506017,-84.256976","White Pine Solar, LLC",GA,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1786529,1786529,200621
60065,25023,25023,41.806894,-70.725717,"41.806894,-70.725717","Federal Road Solar 1, LLC CSG",MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,65309,65309,7334
60067,25005,25005,41.795599,-71.226628,"41.795599,-71.226628",BWC Swan Pond River CSG,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,25994,25994,2919
60068,16039,16039,42.989614,-116.093431,"42.989614,-116.093431",Grand View Solar Two,ID,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,1604397,1604397,180168
60069,20135,20135,38.697606,-99.729289,"38.697606,-99.729289","Cedar Bluff Wind, LLC",KS,WNC,MRO,WT,WND,WND,Wind,7358734,7358734,826360
60071,12123,12123,30.119304,-83.560054,"30.119304,-83.560054",Perry Solar Facility,FL,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,77509,77509,8704
60072,37045,37045,35.289757,-81.568878,"35.289757,-81.568878",Neisler Street Solar,NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,33743,33743,3789
60073,25027,25027,42.561568,-71.755446,"42.561568,-71.755446",Leominster,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,27616,27616,3101
60074,25003,25003,42.669072,-73.092041,"42.669072,-73.092041",North Adams Landfill,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,31495,31495,3537
60075,25005,25005,41.593314,-71.018053,"41.593314,-71.018053",Fisher Road Solar,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,71338,71338,8011
60076,25013,25013,42.216634,-72.315526,"42.216634,-72.315526",Palmer Landfill,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,54820,54820,6156
60077,6031,06031,35.996324,-120.15146,"35.996324,-120.15146",CED Avenal,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,265797,265797,29848
60078,6107,06107,35.856278,-119.068414,"35.856278,-119.068414",CED Ducor 1,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,416185,416185,46736
60079,6107,06107,35.844167,-119.068069,"35.844167,-119.068069",CED Ducor 2,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,412933,412933,46371
60080,6107,06107,35.845378,-119.056992,"35.845378,-119.056992",CED Ducor 3,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,313625,313625,35219
60081,6107,06107,35.850403,-119.026992,"35.850403,-119.026992",CED Ducor 4,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,414128,414128,46505
60082,13033,13033,33.036789,-82.111292,"33.036789,-82.111292","White Oak Solar, LLC",GA,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,1359045,1359045,152616
60083,6019,06019,36.616846,-120.105144,"36.616846,-120.105144",Fresno Solar,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,55416,55416,6223
60084,13185,13185,30.694444,-83.303056,"30.694444,-83.303056",PCA-Valdosta Mill,GA,SAT,SERC,ST,BLQ,WWW,Wood and Wood Waste,7955622,1473957,205222.21
60084,13185,13185,30.694444,-83.303056,"30.694444,-83.303056",PCA-Valdosta Mill,GA,SAT,SERC,ST,NG,NG,Natural Gas,390096,73388,10217.967
60084,13185,13185,30.694444,-83.303056,"30.694444,-83.303056",PCA-Valdosta Mill,GA,SAT,SERC,ST,OBL,ORW,Other Renewables ,0,0,0
60084,13185,13185,30.694444,-83.303056,"30.694444,-83.303056",PCA-Valdosta Mill,GA,SAT,SERC,ST,RFO,RFO,Residual Petroleum,928,168,23.328
60084,13185,13185,30.694444,-83.303056,"30.694444,-83.303056",PCA-Valdosta Mill,GA,SAT,SERC,ST,WDS,WWW,Wood and Wood Waste,3634476,670150,93306.197
60085,6037,06037,34.748894,-117.973571,"34.748894,-117.973571",AVS Lancaster 1,CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,72282,72282,8117
60086,6037,06037,34.66072,-118.081152,"34.66072,-118.081152",US-TOPCO (Soccer Center),CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,58809,58809,6604
60087,48153,48153,34.196962,-101.381494,"34.196962,-101.381494",South Plains II,TX,WSC,TRE,WT,WND,WND,Wind,9846375,9846375,1105713
60088,36061,36061,46.837569,-102.07455,"46.837569,-102.07455",Sunflower Wind Project,ND,WNC,MRO,WT,WND,WND,Wind,3902628,3902628,438251
60089,24015,24015,39.603531,-75.836235,"39.603531,-75.836235",Elkton Solar,MD,SAT,RFC,PV,SUN,SUN,Solar PV and thermal,24872,24872,2793
60091,6029,06029,34.824206,-118.438547,"34.824206,-118.438547","Kingbird B Solar, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,487513,487513,54746
60092,6025,06025,33.68,-114.73,"33.68,-114.73","Blythe Solar II, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,2424670,2424670,272282
60093,6025,06025,33.68,-114.742,"33.68,-114.742","Blythe Solar 110, LLC",CA,PACC,WECC,PV,SUN,SUN,Solar PV and thermal,2584080,2584080,290183
60096,24029,24029,39.199453,-76.076693,"39.199453,-76.076693",Town of Chestertown- Chestertown WWTP,MD,SAT,RFC,PV,SUN,SUN,Solar PV and thermal,15938,15938,1790
60097,36067,36067,43.183782,-76.224075,"43.183782,-76.224075",Onondaga County - Metro Water Board,NY,MAT,NPCC,PV,SUN,SUN,Solar PV and thermal,8058,8058,905
60098,36067,36067,43.172719,-76.130123,"43.172719,-76.130123",Onondaga County - Oak Orchard WWTP,NY,MAT,NPCC,PV,SUN,SUN,Solar PV and thermal,21639,21639,2430
60099,25009,25009,42.624687,-71.182914,"42.624687,-71.182914","Hewlett-Packard (HP) - Andover, MA",MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,20180,20180,2266
60100,6019,06019,36.571485,-119.419176,"36.571485,-119.419176",Dinuba Energy,CA,PACC,WECC,ST,AB,ORW,Other Renewables ,0,0,0
60100,6019,06019,36.571485,-119.419176,"36.571485,-119.419176",Dinuba Energy,CA,PACC,WECC,ST,NG,NG,Natural Gas,0,0,0
60100,6019,06019,36.571485,-119.419176,"36.571485,-119.419176",Dinuba Energy,CA,PACC,WECC,ST,WDS,WWW,Wood and Wood Waste,0,0,0
60101,37045,37045,35.309229,-81.588436,"35.309229,-81.588436","Shelby Randolph Road Solar 1, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,31392,31392,3525
60102,26121,26121,43.216639,-86.214444,"43.216639,-86.214444",Lorin Industries,MI,ENC,RFC,IC,NG,NG,Natural Gas,84777,45402,8085
60104,48479,48479,27.32,-99,"27.32,-99","Javelina Wind Energy, LLC",TX,WSC,TRE,WT,WND,WND,Wind,8607493,8607493,966591
60105,37045,37045,35.232396,-81.564248,"35.232396,-81.564248","Lafayette Solar I, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,29628,29628,3327
60106,37153,37153,34.980661,-79.603732,"34.980661,-79.603732","Rockingham Solar, LLC",NC,SAT,SERC,PV,SUN,SUN,Solar PV and thermal,83752,83752,9405
